move_index,move_const,sounds
389,MOVE_SUMMER_TANGO,se_m_teeter_dance|se_m_teeter_dance|se_m_teeter_dance|se_m_teeter_dance|se_m_teeter_dance|se_m_reflect
390,MOVE_SPRING_TANGO,se_m_teeter_dance|se_m_teeter_dance|se_m_teeter_dance|se_m_teeter_dance|se_m_teeter_dance
391,MOVE_BRIGHT_SONG,se_m_teeter_dance|se_m_teeter_dance|se_m_teeter_dance|se_m_teeter_dance|se_m_teeter_dance
392,MOVE_LIFE_BALLAD,se_m_teeter_dance|se_m_teeter_dance|se_m_teeter_dance|se_m_teeter_dance|se_m_teeter_dance
393,MOVE_RAPID_FIRE,se_m_razor_wind2|se_m_horn_attack|se_m_flame_wheel2
394,MOVE_TOXIC_REAP,se_m_razor_wind|se_m_razor_wind|se_m_bubble|se_m_bubble|se_m_bubble|se_m_bubble|se_m_bubble
395,MOVE_WILT_MIASMA,se_m_heat_wave
396,MOVE_LADYBUG_RUSH,se_m_vital_throw|se_m_vital_throw|se_m_vital_throw2
397,MOVE_COIL,se_m_bind
398,MOVE_FOUL_PLAY,se_m_encore|se_m_sketch
399,MOVE_VOLT_WINGS,
400,MOVE_FLIP_TURN,se_m_crabhammer|se_m_crabhammer|se_m_crabhammer|se_m_crabhammer|se_m_crabhammer|se_m_crabhammer|se_m_crabhammer|se_m_crabhammer|se_m_baton_pass
401,MOVE_CRAZED_SHOUT,
402,MOVE_WHIP_RIPPER,se_m_jump_kick|se_m_scratch
403,MOVE_PHALANXGUARD,se_m_reflect
404,MOVE_DOUBLEHAMMER,se_m_double_team|se_m_comet_punch
405,MOVE_STOMP_CRUSH,se_m_double_team|se_m_mega_kick2
406,MOVE_ICY_ARIA,se_m_blizzard|se_m_blizzard2
407,MOVE_VENOM_GUST,se_m_gust|se_m_morning_sun|se_m_gust2
408,MOVE_YGGDRASLASH,se_m_cut
409,MOVE_WATER_BOMB,se_m_swagger|se_m_detect|se_m_mega_kick2|se_m_crabhammer|se_m_crabhammer|se_m_crabhammer|se_m_giga_drain
410,MOVE_SUBZERO_GALE,se_m_blizzard|se_m_blizzard2
411,MOVE_FROST_CURSE,se_m_psybeam|se_m_nightmare
412,MOVE_DIVINE_STORM,se_m_dragon_rage|se_m_thunder_wave|se_m_thunder_wave|se_m_thunder_wave|se_m_tri_attack2
413,MOVE_IZUNA,se_m_cut
414,MOVE_FUKUBARI,se_m_razor_wind2|se_m_razor_wind2|se_m_razor_wind2|se_m_razor_wind|se_m_yawn
415,MOVE_KUMOGAKURE,se_m_dragon_rage|se_m_double_team|se_m_double_team|se_m_double_team|se_m_double_team|se_m_double_team|se_m_double_team|se_m_double_team|se_m_double_team|se_m_double_team
416,MOVE_TAGEN_BATTOU,se_m_double_team|se_m_double_team|se_m_double_team|se_m_double_team|se_m_double_team|se_m_double_team|se_m_double_team|se_m_double_team|se_m_double_team|se_m_cut|se_m_cut|se_m_cut|se_m_cut|se_m_cut|se_m_cut|se_m_cut|se_m_cut|se_m_cut|se_m_cut
417,MOVE_NOBLE_ORDER,se_m_dragon_rage|se_m_supersonic|se_m_supersonic|se_m_supersonic
418,MOVE_VEIL_ORDER,se_m_dragon_rage|se_m_barrier
419,MOVE_SPOREBARRAGE,se_m_swagger|se_m_double_slap
420,MOVE_CHAINWEATHER,se_m_swords_dance|se_m_tri_attack|se_m_tri_attack|se_m_flame_wheel2|se_m_tri_attack2
421,MOVE_CHAIN_KILLER,se_m_take_down|se_m_leer
422,MOVE_CORKSCREW,se_m_take_down|se_m_mega_kick2|se_m_mega_kick2|se_m_mega_kick2
423,MOVE_TITAN_KILLER,se_m_dragon_rage|se_m_swift|se_m_swagger|se_m_swagger|se_m_mega_kick2|se_m_self_destruct|se_m_self_destruct|se_m_self_destruct|se_m_self_destruct|se_m_self_destruct
424,MOVE_ONE_TWOPUNCH,se_m_jump_kick|se_m_comet_punch|se_m_vital_throw2|se_m_vital_throw2|se_m_vital_throw2|se_m_vital_throw2|se_m_vital_throw2|se_m_vital_throw2
425,MOVE_LEADING_BLOW,se_m_jump_kick|se_m_comet_punch|se_m_vital_throw2|se_m_mega_kick2
426,MOVE_DARKNESSFIST,se_m_jump_kick|se_m_comet_punch|se_m_nightmare
427,MOVE_WAKINGCHAKRA,se_m_supersonic|se_m_supersonic|se_m_supersonic|se_m_reflect
428,MOVE_CALL_SNAKE,se_m_psybeam|se_m_leer|se_m_string_shot2|se_m_bite
429,MOVE_CALL_OWL,se_m_petal_dance|se_m_razor_wind2|se_m_razor_wind|se_m_yawn
430,MOVE_CALL_LION,se_m_flame_wheel|se_m_flame_wheel|se_m_flame_wheel|se_m_flame_wheel|se_m_flame_wheel|se_m_flame_wheel|se_m_flame_wheel|se_m_flame_wheel2
431,MOVE_CALL_ALLIES,se_m_leer|se_m_vital_throw|se_m_vital_throw2
432,MOVE_PRIMAL_DRUMS,se_m_belly_drum|se_m_belly_drum|se_m_belly_drum|se_m_belly_drum|se_m_belly_drum|se_m_belly_drum|se_m_vital_throw2
433,MOVE_MESMERIZE,se_m_psybeam|se_m_bind|se_m_bind|se_m_leer
434,MOVE_ROTTEN_EGG,se_m_tail_whip|se_m_horn_attack|se_m_sand_attack|se_m_haze
435,MOVE_HARVESTPARTY,se_m_teeter_dance|se_m_teeter_dance|se_m_teeter_dance|se_m_teeter_dance|se_m_teeter_dance|se_m_comet_punch|se_m_mega_kick2
436,MOVE_LULLABY,se_m_sing
437,MOVE_STRANGESEEDS,se_m_poison_powder|se_m_poison_powder|se_m_poison_powder|se_m_bind
438,MOVE_PANIC_SPORES,
439,MOVE_ATROPHIC_EYE,se_m_confuse_ray|se_m_leer
440,MOVE_WARDING_MIST,se_m_milk_drink|se_shiny
441,MOVE_TIME_CIRCLE,se_m_milk_drink|se_shiny|se_m_double_team|se_m_double_team|se_m_double_team|se_m_double_team|se_m_double_team
442,MOVE_ARCANE_BLAST,se_m_mega_kick|se_m_hyper_beam
443,MOVE_WOBBUSHIELD,se_m_reflect
444,MOVE_SCYTHE_DANCE,se_m_double_team|se_m_double_team|se_m_double_team|se_m_razor_wind|se_m_razor_wind
445,MOVE_DUALWINGBEAT,
446,MOVE_SONIC_RAID,se_m_jump_kick|se_m_vital_throw2
447,MOVE_AKASHIC_NOVA,se_m_dragon_rage|se_m_razor_wind|se_m_razor_wind|se_m_flame_wheel2|se_m_tri_attack2
448,MOVE_LIMIT_BREAK,se_m_sacred_fire2|se_m_flame_wheel2
449,MOVE_SLASHRAMPAGE,se_m_gust|se_m_gust2|se_m_razor_wind|se_m_razor_wind
450,MOVE_FREEZERIPPLE,se_m_dragon_rage
451,MOVE_OCEAN_RAVE,se_m_dragon_rage|se_m_surf|se_m_surf
452,MOVE_ROYAL_ORDER,se_m_leer|se_m_supersonic
453,MOVE_VOLT_MASK,se_m_dragon_rage|se_m_leer
454,MOVE_FLARE_MASK,se_m_dragon_rage|se_m_leer|se_m_flame_wheel2
455,MOVE_FREEZE_MASK,se_m_dragon_rage|se_m_leer
456,MOVE_ACCELEROCK,se_m_jump_kick|se_m_vital_throw2
457,MOVE_IRON_DRILL,se_m_double_slap
458,MOVE_SHIFT_GEAR,se_m_double_team|se_m_double_team|se_m_double_team|se_m_double_team|se_m_double_team
459,MOVE_GUNK_SHOT,se_m_hydro_pump
460,MOVE_CELL_SHIELD,se_m_acid_armor|se_m_detect
461,MOVE_DEMONIC_RUSH,se_m_dragon_rage|se_m_take_down|se_m_mega_kick2|se_m_mega_kick2|se_m_mega_kick2|se_m_nightmare
462,MOVE_SOLAR_FLAME,se_m_dragon_rage|se_m_sacred_fire|se_m_flame_wheel2|se_m_flame_wheel2
463,MOVE_DEMON_RAGE,se_m_dragon_rage|se_m_take_down|se_m_mega_kick2|se_m_mega_kick2|se_m_mega_kick2|se_m_nightmare
464,MOVE_RISING_CLAW,se_m_razor_wind|se_m_razor_wind
465,MOVE_HYDRO_STEAM,se_m_hydro_pump
466,MOVE_THUNDERCLAP,se_m_tri_attack2
467,MOVE_FIERYBULWARK,se_m_swagger|se_m_flame_wheel|se_m_flame_wheel|se_m_flame_wheel|se_m_flame_wheel|se_m_flame_wheel|se_m_flame_wheel|se_m_flame_wheel|se_m_flame_wheel2
468,MOVE_ABYSS_BLAZE,se_m_dragon_rage|se_m_flame_wheel|se_m_flame_wheel|se_m_flame_wheel|se_m_flame_wheel|se_m_flame_wheel|se_m_flame_wheel|se_m_flame_wheel|se_m_flame_wheel2
469,MOVE_ORIGIN_CRUSH,se_m_dragon_rage|se_m_double_team|se_m_mega_kick2|se_m_self_destruct|se_m_self_destruct|se_m_self_destruct|se_m_self_destruct|se_m_self_destruct
470,MOVE_BAFFLINGSTEP,se_m_double_team|se_m_mega_kick2|se_m_dizzy_punch
471,MOVE_TOXIC_HERB,se_m_sweet_scent
472,MOVE_WEIRD_POTION,se_m_crabhammer|se_m_crabhammer|se_m_crabhammer|se_m_milk_drink
473,MOVE_POTION_BOMB,se_m_crabhammer|se_m_crabhammer|se_m_crabhammer|se_m_milk_drink|se_m_self_destruct|se_m_self_destruct|se_m_self_destruct|se_m_self_destruct|se_m_self_destruct
474,MOVE_WING_TALON,se_m_razor_wind2|se_m_razor_wind|se_m_razor_wind|se_m_razor_wind
475,MOVE_ROCK_HAMMER,se_m_comet_punch|se_m_mega_kick2|se_m_rock_throw
476,MOVE_SHATTER_SHOT,se_m_dragon_rage|se_m_swagger|se_m_rock_throw
477,MOVE_TWINEEDLE,
478,MOVE_MOVE_478,se_m_crabhammer|se_m_crabhammer|se_m_crabhammer|se_m_milk_drink
479,MOVE_MOVE_479,se_m_crabhammer|se_m_crabhammer|se_m_crabhammer|se_m_milk_drink
480,MOVE_MOVE_480,se_m_crabhammer|se_m_crabhammer|se_m_crabhammer|se_m_milk_drink
481,MOVE_MOVE_481,se_m_crabhammer|se_m_crabhammer|se_m_crabhammer|se_m_milk_drink
482,MOVE_MOVE_482,se_m_crabhammer|se_m_crabhammer|se_m_crabhammer|se_m_milk_drink
